,ID
381,pc2808
382,pc0356
383,pc2622
384,pc2482
385,pc0974
386,pc1028
387,pc0545
388,pc1486
389,pc2360
390,pc0718
391,pc0858
392,pc1036
393,pc0383
394,pc2693
395,pc1324
396,pc0449
397,pc2824
398,pc3033
399,pc1458
400,pc1148
401,pc1499
402,pc0797
403,pc0995
404,pc0927
405,pc1313
406,pc1717
407,pc2106
408,pc0428
409,pc1766
410,pc1674
411,pc1948
412,pc0906
413,pc1955
414,pc1681
415,pc0745
416,pc1754
417,pc0327
418,pc1006
419,pc1056
420,pc2455
421,pc1532
422,pc2094
423,pc2488
424,pc0342
425,pc1851
426,pc2637
427,pc0819
428,pc2178
429,pc2174
430,pc2794
431,pc1364
432,pc1013
433,pc1493
434,pc2219
435,pc0406
436,pc2317
437,pc1607
438,pc1787
439,pc1225
440,pc1289
441,pc0652
442,pc2474
443,pc2117
444,pc2578
445,pc2572
446,pc1090
447,pc1652
448,pc2141
449,pc1248
450,pc3026
451,pc1494
452,pc0925
453,pc0667
454,pc0790
455,pc1010
456,pc0940
457,pc1718
458,pc2694
459,pc1395
460,pc1880
461,pc1852
462,pc1971
463,pc2041
464,pc1218
465,pc1183
466,pc0418
467,pc2063
468,pc0559
469,pc0579
470,pc0594
471,pc2691
472,pc0568
473,pc1528
474,pc2573
475,pc2542
476,pc2075
477,pc1775
478,pc1085
479,pc2012
480,pc2859
481,pc1195
482,pc0411
483,pc0689
484,pc2565
485,pc2294
486,pc0571
487,pc1066
488,pc1343
489,pc0784
490,pc1087
491,pc0803
492,pc0955
493,pc2191
494,pc1725
495,pc2612
496,pc1845
497,pc2182
498,pc0491
499,pc2136
500,pc1285
501,pc2000
502,pc1703
503,pc1534
504,pc0914
505,pc2566
506,pc0683
507,pc1843
508,pc2425
509,pc0860
510,pc1321
511,pc1985
512,pc2267
513,pc0971
514,pc1401
515,pc1878
516,pc1794
517,pc0446
518,pc1544
519,pc1614
520,pc0336
521,pc1484
522,pc0580
523,pc0468
524,pc0703
525,pc2668
526,pc1597
527,pc0616
528,pc1501
529,pc0760
530,pc1637
531,pc2281
532,pc1220
533,pc2287
534,pc2367
535,pc2463
536,pc2962
537,pc1786
538,pc1472
539,pc1940
540,pc1931
541,pc2951
542,pc2815
543,pc0958
544,pc2188
545,pc1384
546,pc2129
547,pc1326
548,pc2264
549,rsy13
550,pc1336
551,pc0692
552,pc1234
553,pc0874
554,pc0504
555,pc1111
556,pc2104
557,pc2276
558,pc1025
559,pc1191
560,pc2150
561,pc2346
562,pc2810
563,pc2209
564,pc2304
565,pc1190
566,pc2590
567,pc0646
568,pc0900
569,pc1244
570,pc1937
571,pc1450
572,pc2469
573,pc1664
574,pc2787
575,pc0497
576,pc0576
577,pc1973
578,pc2415
579,pc1639
580,pc1743
581,pc2982
582,pc1371
583,pc1834
584,pc1968
585,pc0517
586,pc0602
587,pc0723
588,pc2446
589,pc2185
590,pc2484
591,pc2991
592,pc0546
593,pc0957
594,pc1670
595,pc1831
596,pc2111
597,pc1746
598,pc2089
599,pc2173
600,pc0870
601,pc1691
602,pc2741
603,pc2558
604,pc0567
605,pc0665
606,pc2495
607,pc2952
608,pc1500
609,pc1468
610,pc0470
611,pc1928
612,pc2742
613,pc1550
614,pc1432
615,pc2347
616,pc1366
617,pc3083
618,pc2784
619,pc2400
620,pc2046
621,pc2442
622,pc2980
623,pc1889
624,pc1800
625,pc2748
626,pc2717
627,pc0609
628,pc2298
629,pc1653
630,pc1140
631,pc0926
632,pc1034
633,pc1367
634,pc0878
635,pc1995
636,pc0524
637,pc2640
638,pc2987
639,pc2107
640,pc1222
641,pc1773
642,pc2390
643,pc0487
644,pc1722
645,pc1154
646,pc0410
647,pc0430
648,pc1288
649,pc2683
650,pc0479
651,pc2994
652,pc0354
653,pc1200
654,pc2059
655,pc1100
656,pc1774
657,pc1580
658,pc2538
659,pc0807
660,pc2215
661,pc1236
662,pc1044
663,pc2543
664,pc0968
665,pc1300
666,pc3038
667,pc1477
668,pc0611
669,pc2531
670,pc2920
671,pc0885
672,pc0519
673,pc1896
674,pc2661
675,pc1770
676,pc2713
677,pc1542
678,pc2307
679,pc2451
680,pc2704
681,pc0442
682,pc1252
683,pc2915
684,pc1503
685,pc0625
686,pc0554
687,pc2586
688,pc1826
689,pc0417
690,pc0987
691,pc2633
692,pc1318
693,pc1736
694,pc0702
695,pc1825
696,pc1555
697,pc1541
698,pc1808
699,pc2475
700,pc1423
701,pc2016
702,pc1978
703,pc2282
704,pc1799
705,pc0627
706,pc2936
707,pc1107
708,pc1524
709,pc2975
710,pc1388
711,pc2324
712,pc0508
713,pc0876
714,pc2328
715,pc2555
716,pc1531
717,pc2076
718,pc2478
719,pc1624
720,pc2930
721,pc1685
722,pc0766
723,pc2356
724,pc0887
725,pc0522
726,pc2092
727,pc0719
728,pc2080
729,pc1033
730,pc2675
731,pc1250
732,pc1109
733,pc2581
734,pc2708
735,pc0629
736,pc1372
737,pc1530
738,pc2655
739,pc2996
740,pc2067
741,pc1443
742,pc0482
743,pc1031
744,pc1268
745,pc1286
746,pc2121
747,pc2914
748,pc0335
749,pc1611
750,pc0997
751,rsm5
752,pc2259
753,pc1533
754,pc2712
755,pc2549
756,pc2705
757,pc1618
758,pc2035
759,pc2986
760,pc1479
761,pc1707
762,pc2006
763,pc2537
764,pc1547
765,pc2157
766,pc2220
767,pc0795
768,pc1835
769,pc0392
770,pc3076
771,pc0543
772,pc0641
773,pc1293
774,pc1796
775,pc2634
776,pc1504
777,pc1807
778,pc0809
779,pc1569
780,pc1854
781,pc1012
782,pc2210
783,pc0711
784,pc1011
785,pc0796
786,pc2071
787,pc0593
788,pc2699
789,pc2165
790,pc2527
791,pc2677
792,pc2592
793,pc1840
794,pc2429
795,pc0403
796,pc0673
797,pc2720
798,pc2562
799,pc0493
800,pc2201
801,pc2738
802,pc0581
803,pc0947
804,pc0744
805,pc0922
806,pc1525
807,pc2776
808,pc2320
809,pc1275
810,pc1942
811,pc2049
812,pc0374
813,pc2989
814,pc0537
815,pc2414
816,pc0956
817,pc3029
818,pc2293
819,pc1253
820,pc1740
821,pc1271
822,pc2947
823,pc1463
824,pc1804
825,pc1483
826,pc1673
827,pc0459
828,pc1382
829,pc1735
830,pc2725
831,pc1112
832,pc2381
833,pc2292
834,pc1422
835,pc0776
836,pc0820
837,pc1990
838,pc1123
839,pc2574
840,pc0500
841,pc1857
842,pc1849
843,pc2260
844,pc1813
845,pc2746
846,pc2993
847,pc1009
848,pc1088
849,pc3036
850,pc2257
851,pc2124
852,pc2641
853,pc0591
854,pc1586
855,pc1606
856,pc1739
857,pc0967
858,pc1023
859,pc0904
860,pc1104
861,pc1517
862,pc1333
863,pc1330
864,pc0379
865,pc0401
866,pc1136
867,pc0660
868,pc3098
869,pc1158
870,pc1356
871,pc2804
872,pc2814
873,pc2032
874,pc1546
875,pc0988
876,pc2392
877,pc1729
878,pc2973
879,pc2706
880,pc1375
881,pc1982
882,pc1182
883,pc1416
884,pc1538
885,pc2716
886,pc0918
887,pc2925
888,pc1527
889,pc1153
890,pc0462
891,pc2058
892,pc0915
893,pc1203
894,pc1435
895,pc1280
896,pc2454
897,pc1260
898,pc2491
899,pc2978
900,pc2483
901,pc0868
902,pc2598
903,pc2081
904,pc1803
905,pc0538
906,pc0710
907,pc3005
908,pc1080
909,pc1627
910,pc2315
911,pc2406
912,pc2391
913,pc3041
914,pc2736
915,pc0936
916,pc1103
917,pc0697
918,pc1197
919,pc0626
920,pc2212
921,pc1426
922,pc1767
923,pc2476
924,pc3003
925,pc2025
926,pc0624
927,pc2992
928,pc2494
929,rsm4
930,pc2187
931,pc1650
932,pc1797
933,pc2044
934,pc2135
935,pc1062
936,pc1373
937,pc2825
938,pc0948
939,pc0871
940,pc1634
941,pc0921
942,pc1952
943,pc2635
944,pc0935
945,pc0361
946,pc2723
947,pc1338
948,pc0722
949,pc2498
950,pc0943
951,pc1970
952,pc0945
953,pc1716
954,pc1847
955,pc2039
956,pc1704
957,pc2426
958,pc0539
959,pc1069
960,pc0747
961,pc1334
962,pc1984
963,pc1997
964,pc1211
965,pc2941
966,pc2556
967,pc2885
968,pc2823
969,pc2969
970,pc1700
971,pc1654
972,pc1115
973,pc1553
974,pc2180
975,pc1390
976,pc0872
977,pc0549
978,pc2541
979,pc2875
980,pc1074
981,pc2194
982,pc0415
983,pc1312
984,pc2570
985,pc0733
986,pc1278
987,pc2942
988,pc2305
989,pc2169
990,pc0938
991,pc1204
992,pc1297
993,pc1763
994,pc2443
995,pc2728
996,pc0682
997,pc2365
998,pc2355
999,pc1950
1000,pc2580
1001,pc1428
1002,rsm2
1003,pc0977
1004,pc2884
1005,pc0969
1006,pc2250
1007,pc2465
1008,pc2959
1009,pc0378
1010,pc1876
1011,pc2617
1012,pc0365
1013,pc1168
1014,pc2237
1015,pc1235
1016,pc2084
1017,pc1874
1018,pc2283
1019,pc2235
1020,pc0888
1021,pc1471
1022,pc2262
1023,pc2399
1024,pc2085
1025,pc1017
1026,pc1084
1027,pc1992
1028,pc0757
1029,pc1894
1030,pc0930
1031,pc3014
1032,pc0368
1033,pc0814
1034,pc0514
1035,pc2403
1036,pc1151
1037,pc1543
1038,pc1929
1039,pc1996
1040,pc1075
1041,pc1092
1042,pc2097
1043,pc2170
1044,pc0764
1045,pc1086
1046,pc1713
1047,pc1756
1048,pc1812
1049,pc2325
1050,pc0777
1051,pc2243
1052,pc0452
1053,pc2017
1054,pc2358
1055,pc2977
1056,pc0942
1057,pc2551
1058,pc2115
1059,pc2279
1060,pc2113
1061,pc2497
1062,pc0523
1063,pc0557
1064,pc1284
1065,pc0793
1066,pc0857
1067,pc0638
1068,pc0929
1069,pc0953
1070,pc2027
1071,pc0525
1072,pc2195
1073,pc1038
1074,pc2239
1075,pc2817
1076,pc1029
1077,pc2805
1078,pc0628
1079,pc2792
1080,pc1651
1081,pc2448
1082,pc1446
1083,pc1202
1084,pc2594
1085,pc2532
1086,pc2647
1087,pc2710
1088,pc0693
1089,pc1462
1090,pc1492
1091,pc2231
1092,pc1956
1093,pc2449
1094,pc2133
1095,pc0623
1096,pc0647
1097,pc1649
1098,pc1626
1099,pc2809
1100,pc2159
1101,pc0510
1102,pc2138
1103,pc1097
1104,pc0976
1105,pc1513
1106,pc2626
1107,pc0677
1108,pc0550
1109,pc2205
1110,pc0680
1111,pc1662
1112,pc0804
1113,pc0382
1114,pc1082
1115,pc1772
1116,pc2599
1117,pc2984
1118,pc3049
1119,pc2676
1120,pc1705
1121,pc1344
1122,pc1155
1123,pc0409
1124,pc1478
1125,pc2569
1126,pc0961
1127,pc0903
1128,pc1408
1129,pc1689
1130,pc1461
1131,pc1811
1132,pc2970
1133,pc0931
1134,pc1865
1135,pc0964
1136,pc1110
1137,pc1420
1138,pc2924
1139,pc2743
1140,pc0481
1141,pc2907
1142,pc2739
1143,pc1621
1144,pc1370
1145,pc0373
1146,pc0448
1147,pc0765
1148,pc1299
1149,pc2120
1150,pc0622
1151,pc0389
1152,pc1958
1153,pc2496
1154,pc2394
1155,pc0528
1156,pc0965
1157,pc2160
1158,pc1113
1159,pc2812
1160,pc0437
1161,pc3034
1162,pc2241
1163,pc0916
1164,pc1237
1165,pc1850
1166,pc0788
1167,pc1900
1168,pc2236
1169,pc0432
1170,pc2780
1171,pc0542
1172,pc1805
1173,pc1406
1174,pc1054
1175,pc0630
1176,pc0485
1177,pc1730
1178,pc2172
1179,pc2877
1180,pc2048
1181,pc1991
1182,pc2552
1183,pc0439
1184,pc1760
1185,pc1051
1186,pc2137
1187,pc2312
1188,pc0636
1189,pc1396
1190,rsm7
1191,pc2238
1192,pc2254
1193,pc1132
1194,pc2193
1195,pc1959
1196,pc2714
1197,pc1724
1198,pc0420
1199,pc2695
1200,pc0946
1201,pc0553
1202,pc0398
1203,pc1272
1204,pc3206
1205,pc3002
1206,pc0771
1207,pc1842
1208,pc0520
1209,pc1684
1210,pc2645
1211,pc0951
1212,pc1643
1213,pc1686
1214,pc2697
1215,pc2553
1216,pc1346
1217,pc1963
1218,pc1584
1219,pc0752
1220,pc2456
1221,pc1574
1222,pc2857
1223,pc2164
1224,pc1083
1225,pc2740
1226,pc1027
1227,pc1120
1228,pc2956
1229,pc2146
1230,pc1758
1231,pc2153
1232,pc0651
1233,pc1802
1234,pc1342
1235,pc1414
1236,pc1815
1237,pc2114
1238,pc2427
1239,pc1848
1240,pc1897
1241,pc2207
1242,pc1270
1243,pc0748
1244,pc0805
1245,pc2421
1246,pc0561
1247,pc2779
1248,pc1638
1249,pc0714
1250,pc2560
1251,pc1839
1252,pc1245
1253,pc0486
1254,pc1665
1255,pc1452
1256,pc1520
1257,pc0896
1258,pc1510
1259,pc1413
1260,pc0687
1261,pc1568
1262,pc1537
1263,pc0347
1264,pc2957
1265,pc2192
1266,pc2954
1267,pc2609
1268,pc1362
1269,pc2806
1270,pc1949
1271,pc1398
1272,pc1175
1273,pc0340
1274,pc0952
1275,pc1131
1276,pc1133
1277,pc1692
1278,pc1625
1279,pc1418
1280,pc0364
1281,pc1032
1282,pc1741
1283,pc1048
1284,pc2678
1285,pc1688
1286,pc2729
1287,pc1239
1288,pc1187
1289,pc2750
1290,pc0529
1291,pc2401
1292,pc1247
1293,pc2420
1294,pc2353
1295,rsy1
1296,pc1205
1297,pc0724
1298,pc1354
1299,pc2199
1300,pc2685
1301,pc1359
1302,pc1402
1303,pc0337
1304,pc1836
1305,pc2447
1306,pc1594
1307,pc0498
1308,pc0438
1309,pc1693
1310,pc1077
1311,pc1728
1312,pc1791
1313,pc2045
1314,pc1810
1315,pc1516
1316,pc1287
1317,pc1376
1318,pc0750
1319,pc1564
1320,pc0358
1321,pc1381
1322,pc1981
1323,pc3037
1324,pc0601
1325,pc0715
1326,pc0563
1327,pc1778
1328,pc0656
1329,pc2816
1330,pc0472
1331,pc0454
1332,pc1683
1333,pc1473
1334,pc2422
1335,pc1454
1336,pc2036
1337,pc2657
1338,pc0699
1339,pc0509
1340,pc2944
1341,pc1779
1342,pc2902
1343,pc0521
1344,pc0621
1345,pc1887
1346,pc1841
1347,pc2470
1348,pc1076
1349,pc0754
1350,pc0817
1351,pc2960
1352,pc0556
1353,pc1587
1354,pc2715
1355,pc1306
1356,pc1039
1357,pc1714
1358,pc3011
1359,pc1998
1360,pc2971
1361,pc0720
1362,pc1081
1363,pc1817
1364,pc1315
1365,pc1447
1366,pc1043
1367,pc1966
1368,pc2314
1369,pc2795
1370,pc2404
1371,pc2054
1372,pc1003
1373,pc1340
1374,pc1304
1375,pc2345
1376,pc2269
1377,pc1946
1378,pc1709
1379,pc3016
1380,pc2430
1381,pc0351
1382,pc1844
1383,pc3017
1384,rsm9
1385,pc2689
1386,pc2656
1387,rsy8
1388,pc1788
1389,pc0762
1390,pc2737
1391,pc2022
1392,pc0363
1393,pc0642
1394,pc2499
1395,pc1474
1396,pc2256
1397,pc0892
1398,pc1974
1399,pc2529
1400,pc2934
1401,pc2799
1402,pc1632
1403,pc2899
1404,pc1404
1405,pc1156
1406,pc1879
1407,pc2040
1408,pc0592
1409,pc0862
1410,pc0743
1411,pc1415
1412,pc1063
1413,pc2255
1414,pc2349
1415,pc0455
1416,pc1355
1417,pc0586
1418,pc0932
1419,pc2285
1420,pc1782
1421,pc1127
1422,pc1002
1423,pc2467
1424,pc2288
1425,pc1613
1426,pc2230
1427,pc1809
1428,pc2530
1429,pc2727
1430,pc0512
1431,pc1647
1432,pc0785
1433,pc2175
1434,pc0367
1435,pc2434
1436,pc1939
1437,pc2204
1438,pc1881
1439,pc0329
1440,pc0873
1441,pc2999
1442,pc1640
1443,pc2783
1444,pc0821
1445,pc1676
1446,pc1755
1447,pc1180
1448,pc2310
1449,pc0357
1450,pc0511
1451,pc1018
1452,pc1588
1453,pc2605
1454,pc1246
1455,pc1096
1456,pc1037
1457,pc1165
1458,pc0770
1459,pc1143
1460,pc2009
1461,pc1386
1462,pc1816
1463,pc1762
1464,pc2701
1465,pc1255
1466,pc1783
1467,pc1491
1468,pc0742
1469,pc0679
1470,pc2480
1471,pc1965
1472,pc2371
1473,pc2289
1474,pc2567
1475,pc1380
1476,pc2916
1477,pc2490
1478,pc0435
1479,pc1514
1480,pc2109
1481,pc0346
1482,pc2029
1483,pc2445
1484,pc2411
1485,pc1144
1486,pc2134
1487,pc2797
1488,pc1977
1489,pc2336
1490,pc0516
1491,pc0648
1492,pc2301
1493,pc2648
1494,pc1089
1495,pc1353
1496,pc2587
1497,pc2351
1498,pc2069
1499,pc1866
1500,pc1938
1501,pc1060
1502,pc2340
1503,pc2979
1504,pc0993
1505,pc2820
1506,pc3022
1507,pc1893
1508,pc0674
1509,pc0421
1510,pc2561
1511,pc1548
1512,pc2242
1513,pc2913
1514,pc2790
1515,pc1129
1516,pc2368
1517,pc1642
1518,pc1719
1519,pc1951
1520,pc2144
1521,pc0341
1522,pc1439
1523,pc2583
1524,pc0994
1525,pc2364
1526,pc0544
1527,pc1972
1528,pc0917
1529,pc0644
1530,pc1596
1531,pc0853
1532,pc2280
1533,pc0783
1534,pc2202
1535,pc2911
1536,pc2087
1537,pc1292
1538,pc2669
1539,pc1122
1540,pc2883
1541,pc2487
1542,pc2731
1543,pc1276
1544,pc2181
1545,pc1026
1546,pc0800
1547,pc2370
1548,pc2666
1549,pc1117
1550,pc2619
1551,pc2412
1552,pc0338
1553,pc1737
1554,pc1687
1555,pc2233
1556,pc2441
1557,pc1488
1558,pc1369
1559,pc0728
1560,pc1830
1561,pc2631
1562,pc1307
1563,pc1379
1564,pc2098
1565,pc1573
1566,pc2417
1567,pc2252
1568,pc2331
1569,pc0698
1570,pc2926
1571,pc1345
1572,pc1873
1573,pc2295
1574,pc2066
1575,pc1035
1576,pc1708
1577,pc1196
1578,pc1875
1579,pc1961
1580,pc1768
1581,pc2341
1582,pc1226
1583,pc1675
1584,pc1424
1585,pc2151
1586,pc1701
1587,pc1947
1588,pc2152
1589,pc0700
1590,pc2644
1591,pc2545
1592,pc1241
1593,pc2597
1594,pc2786
1595,pc1440
1596,pc3080
1597,pc0726
1598,pc0890
1599,pc2021
1600,pc0729
1601,pc2665
1602,pc0535
1603,pc2396
1604,pc0488
1605,pc2196
1606,pc1605
1607,pc1024
1608,pc1944
1609,pc2091
1610,pc2405
1611,pc1753
1612,pc2687
1613,pc0801
1614,pc2921
1615,pc2082
1616,pc2988
1617,pc2912
1618,pc1631
1619,pc2014
1620,pc2073
1621,pc1269
1622,pc2127
1623,pc1311
1624,pc2380
1625,pc0408
1626,pc2407
1627,pc0792
1628,pc1780
1629,pc2013
1630,pc1070
1631,pc3019
1632,pc1274
1633,pc0808
1634,pc1711
1635,pc1935
1636,pc1189
1637,pc0457
1638,pc1999
1639,pc1801
1640,pc2198
1641,pc0332
1642,pc1485
1643,pc0505
1644,pc2575
1645,pc0676
1646,pc1672
1647,pc1962
1648,pc1378
1649,pc0458
1650,pc1884
1651,pc2428
1652,pc2131
1653,pc2432
1654,pc0474
1655,pc2585
1656,pc1690
1657,pc1712
1658,pc0631
1659,pc1475
1660,pc2876
1661,pc1599
1662,pc2042
1663,pc1470
1664,pc2613
1665,pc1448
1666,pc1358
1667,pc1824
1668,pc0480
1669,pc1150
1670,pc1861
1671,pc2034
1672,pc2686
1673,pc2335
1674,pc2343
1675,pc2964
1676,pc0869
1677,pc0672
1678,pc2646
1679,pc1957
1680,pc0551
1681,pc2004
1682,pc1945
1683,pc3025
1684,pc0662
1685,pc2803
1686,pc1290
1687,pc2548
1688,pc2388
1689,pc2651
1690,pc2533
1691,pc2086
1692,pc2074
1693,pc2650
1694,pc1726
1695,pc2330
1696,rsm3
1697,pc1934
1698,pc1000
1699,rsy11
1700,pc1310
1701,pc2116
1702,rsm8
1703,pc2377
1704,pc1444
1705,pc2610
1706,pc1616
1707,pc0950
1708,pc0818
1709,pc1283
1710,pc2785
1711,pc0984
1712,pc1350
1713,pc2918
1714,pc1149
1715,pc0590
1716,pc1540
1717,pc2782
1718,pc0902
1719,pc1694
1720,pc2043
1721,pc1262
1722,pc2244
1723,pc2591
1724,pc1427
1725,pc2453
1726,pc1374
1727,pc0763
1728,pc2654
1729,pc2161
1730,pc2047
1731,pc1593
1732,pc1430
1733,pc1496
1734,pc2275
1735,pc1022
1736,pc1855
1737,pc1201
1738,pc2660
1739,pc2079
1740,pc1445
1741,pc0507
1742,pc0659
1743,pc2222
1744,pc0634
1745,pc0736
1746,pc0596
1747,pc0531
1748,pc2024
1749,pc2680
1750,pc2186
1751,pc0478
1752,pc1377
1753,pc1068
1754,pc2309
1755,pc3024
1756,pc1266
1757,pc1162
1758,pc1118
1759,pc2652
1760,pc0681
1761,pc0348
1762,pc1585
1763,pc1221
1764,pc1242
1765,pc0610
1766,pc2557
1767,pc1554
1768,pc2408
1769,rsy12
1770,pc1261
1771,pc0893
1772,pc1764
1773,pc2284
1774,pc0400
1775,pc3095
1776,pc2246
1777,pc2065
1778,pc0558
1779,pc2070
1780,pc2603
1781,pc2472
1782,pc0588
1783,pc1979
1784,pc2263
1785,pc1752
1786,pc0970
1787,pc0949
1788,pc1173
1789,pc1856
1790,pc2057
1791,pc1052
1792,pc0565
1793,pc1232
1794,pc2132
1795,pc0730
1796,pc1980
1797,pc0815
1798,pc0530
1799,pc0599
1800,pc0861
1801,pc1185
1802,pc0867
1803,pc1655
1804,pc2479
1805,pc2274
1806,pc1243
1807,pc1259
1808,pc0436
1809,pc0973
1810,pc1699
1811,pc0759
1812,pc1926
1813,pc1563
1814,pc1989
1815,pc1399
1816,pc1227
1817,pc2108
1818,pc2607
1819,pc3032
1820,pc1453
1821,pc1469
1822,pc1305
1823,pc1806
1824,pc2721
1825,pc0598
1826,pc0825
1827,pc2376
1828,pc2268
1829,pc2466
1830,pc1829
1831,pc1745
1832,pc0910
1833,pc1545
1834,pc2953
1835,pc2985
1836,pc2162
1837,pc1636
1838,pc0362
1839,pc2906
1840,rsy7
1841,pc0499
1842,pc1795
1843,pc2249
1844,pc0884
1845,pc0813
1846,pc2126
1847,pc2031
1848,pc2326
1849,pc1079
1850,pc1164
1851,pc0685
1852,pc0920
1853,pc2176
1854,pc2311
1855,pc1360
1856,pc0639
1857,pc2976
1858,pc0503
1859,rsy6
1860,pc1560
1861,pc2481
1862,pc0653
1863,pc0755
1864,pc1093
1865,pc1019
1866,pc1436
1867,pc2166
1868,pc1771
1869,pc0643
1870,pc2649
1871,pc1229
1872,pc0781
1873,pc2224
